,PetID,sentiment_document_score,sentiment_document_magnitude
2027,566dcbd9f,0.9,0.9
2028,87b60f563,0.3,0.7
2029,c9a21c416,0.2,2.6
2030,ba20d5a08,0.3,2.6
2031,b3b26191c,0.3,4.7
2032,975091325,0.2,0.5
2033,ea4cea375,0.1,2.6
2034,8bf0f354b,0.5,1.0
2035,cccd87749,0.5,4.2
2036,bdfe6125d,0.3,0.7
2037,09eca4557,0.2,4.5
2038,4168bfd52,0.2,2.7
2039,ada93cece,0.4,0.9
2040,8a97062f5,0.1,1.5
2041,6e60043fe,0.3,1.1
2042,9d513f46a,0.2,2.4
2043,f4614847a,0.3,2.9
2044,38e7577af,0.4,1.0
2045,1c7619fdc,0.3,1.9
2046,dafb0cea4,0.1,8.8
2047,7aa682539,0.4,0.8
2048,a6c9fd936,0.6,0.6
2049,06cc44fad,0.4,1.3
2050,2ead80817,-0.5,0.5
2051,591f1d67c,0.4,2.1
2052,302eb3771,0.2,4.4
2053,cc068a979,0.6,3.8
2054,dc4e92b83,0.2,1.0
2055,3ac6d621b,0.2,0.9
2056,004709939,-0.1,1.4
2057,8e0d65b3e,0.1,0.2
2058,58e368a56,0.0,0.5
2059,f310c42f2,0.4,0.9
2060,c3c6b71c8,0.4,14.4
2061,8b9a1b086,0.7,2.1
2062,0bd83ba72,0.8,0.8
2063,65266fe36,0.4,2.3
2064,9e557af46,0.7,1.5
2065,e736ab042,0.0,0.2
2066,9f341e7af,0.1,1.0
2067,a56d6eceb,0.3,5.3
2068,f557e9262,0.1,2.0
2069,acb9e48ff,0.4,4.9
2070,88c0e21d1,0.3,8.8
2071,bca4defa4,0.1,11.8
2072,aaadb1aac,0.3,2.3
2073,a93eb0d6f,0.4,0.8
2074,f83096577,0.0,0.0
2075,80ae0a34f,0.6,4.5
2076,ae52ea5c4,0.0,0.8
2077,daabe5f9d,0.5,2.3
2078,de59f42db,0.3,0.3
2079,6c692e208,0.6,2.6
2080,92c2878db,0.3,1.5
2081,13eafff41,0.6,2.4
2082,fcf5f5a0d,0.2,1.5
2083,35bbdb5fd,0.2,1.5
2084,6e61a7b46,0.2,0.2
2085,72519f841,0.5,1.7
2086,ec7952240,0.3,1.6
2087,cc54b47b4,0.1,4.0
2088,794c57f72,0.2,5.3
2089,964b2fec4,-0.1,0.1
2090,58e8cb9e1,0.5,7.8
2091,ef8d291b0,0.2,1.9
2092,bd006f963,0.0,2.6
2093,ee370b5cf,0.3,6.2
2094,deb0ad8cd,0.2,13.2
2095,4f4f3cd98,0.6,2.0
2096,094636517,0.0,2.2
2097,4072b0841,0.3,1.1
2098,564356241,0.4,0.9
2099,77d395a82,0.5,1.0
2100,0fe10670c,0.0,0.0
2101,404eb3b06,0.3,0.7
2102,0d7d16ce1,0.4,3.4
2103,c7f9361f9,0.5,2.3
2104,65afa2be4,0.4,3.3
2105,6a6756c71,0.0,2.2
2106,1eeb4ea81,0.6,2.4
2107,8335d65e0,0.0,0.0
2108,56d6e2c8b,0.3,0.6
2109,f584e226b,0.1,1.3
2110,618e97eeb,0.1,0.1
2111,be579e6ed,0.5,2.7
2112,a9c3f27cc,0.2,1.7
2113,1a4c1709a,0.4,0.4
2114,e830259ca,-0.6,1.2
2115,b543331f4,0.8,1.6
2116,f0a1f2b90,0.3,4.5
2117,20f870155,0.5,2.2
2118,dc23feccc,-0.6,1.8
2119,4db45721a,0.0,1.8
2120,e432ee48e,0.3,4.9
2121,b9590d4de,0.8,0.8
2122,359dd0b52,0.1,1.7
2123,d1ef3e54a,0.4,1.4
2124,c0270a5f1,0.1,0.5
2125,8a3c86cde,0.6,2.4
2126,e56dc823a,0.2,2.8
2127,6d154eccb,0.9,0.9
2128,f77a10b5f,0.5,3.5
2129,7b1211e80,0.0,0.6
2130,17880e117,0.3,4.6
2131,2edce7d92,0.3,3.2
2132,1cea0ad08,0.1,2.9
2133,a1e9aae7c,-0.1,0.1
2134,1cdb5d61f,0.0,4.1
2135,4ea7c5d48,0.2,1.6
2136,b477ad589,0.3,1.0
2137,eb307c1f0,0.2,2.5
2138,1c2f669f2,0.8,0.8
2139,19cf5ba9d,0.2,3.7
2140,854b2bc3b,0.1,2.6
2141,f410b0841,0.0,5.0
2142,afe326f34,0.4,10.6
2143,c6d879376,0.4,7.4
2144,63f2faf77,0.3,3.0
2145,b8580c770,0.0,1.7
2146,a61776aba,0.0,2.4
2147,f0ba86cc6,0.1,1.5
2148,30610dfe8,0.2,1.6
2149,b03c17502,0.2,0.4
2150,186779691,0.2,2.6
2151,10050c93f,0.0,0.1
2152,581100fe5,0.3,2.2
2153,bded2690b,0.4,1.0
2154,3d7d23a52,0.1,0.4
2155,3cc43a157,0.0,0.0
2156,802a18435,0.5,1.0
2157,741524a39,0.5,3.7
2158,56f9dbc59,0.0,0.8
2159,0e8c2a1aa,0.6,8.9
2160,6ce40c2bf,0.0,0.4
2161,bf6cde86f,0.8,0.8
2162,e994888f3,0.3,2.9
2163,9166a802a,0.3,5.4
2164,d1338d152,0.8,0.8
2165,970910885,0.3,2.7
2166,5d1fa8ddf,0.1,1.7
2167,9ebe2f16c,0.0,1.0
2168,1a0499255,0.4,1.7
2169,f86b59db0,0.0,3.2
2170,1ff148919,0.0,0.0
2171,72bd22c9e,0.2,4.4
2172,2ab616a68,0.0,1.8
2173,d440e9ebf,0.0,1.8
2174,a0c1384d1,0.3,3.0
2175,65d0ea00b,0.5,1.7
2176,5074cf806,0.0,0.1
2177,2c3f23fce,0.0,0.1
2178,f0ef9c777,0.3,4.2
2179,ea9d13261,0.2,3.1
2180,7aa0bcef5,0.6,2.5
2181,9a8cbb0c8,0.0,1.7
2182,37965a7c3,0.0,1.1
2183,fc601e041,0.4,2.1
2184,08e703dfc,0.3,4.2
2185,ea303d329,0.2,2.5
2186,cc8518f88,0.3,6.9
2187,5fc6599fc,0.3,2.2
2188,676b51817,0.0,2.5
2189,44867700c,-0.2,2.4
2190,790a68c0c,-0.1,0.1
2191,10fbc9548,0.6,4.7
2192,2d72ef0c4,0.1,2.9
2193,35542ae3e,-0.1,0.8
2194,d41aa1c62,0.1,0.1
2195,a1769f482,0.0,2.7
2196,9223ca4fa,0.5,2.5
2197,8cd149470,0.4,3.1
2198,2b4017cf2,0.6,1.3
2199,3bf6cdab0,0.4,2.0
2200,bd70d885d,0.1,3.9
2201,f3386d639,0.1,1.0
2202,1f6fe20fc,0.3,0.7
2203,38e12233c,0.3,2.4
2204,8509ad722,-0.1,4.9
2205,44598cf69,0.1,1.8
2206,88cc4d5af,0.8,1.7
2207,943bcd4db,0.1,2.7
2208,c3f2f166d,0.0,2.8
2209,ba392c802,0.1,3.8
2210,73de2789e,0.1,1.7
2211,258fe3053,0.7,2.2
2212,05935bf08,0.1,1.6
2213,dff390828,0.9,0.9
2214,3dab3050c,0.0,3.6
2215,75a286d8a,0.2,0.7
2216,9c5f43178,0.4,1.3
2217,7959e3491,0.0,14.4
2218,f95680d84,0.2,2.0
2219,785150e60,0.3,1.8
2220,97916de84,-0.1,0.8
2221,0fb548aac,0.2,0.2
2222,99a9c9a23,0.8,1.6
2223,6f551693a,0.4,6.0
2224,a6fc65f2d,0.1,2.0
2225,c74abc080,0.5,1.1
2226,81fddeac7,0.3,2.4
2227,944db63df,0.2,1.3
2228,070014779,0.1,1.6
2229,43b99bc40,0.7,0.7
2230,037b1c131,0.4,1.9
2231,c267a86af,0.3,2.2
2232,4866e37fe,0.4,1.0
2233,236dd6cca,0.2,1.4
2234,8bb34f0bd,0.8,3.2
2235,7fa04723a,-0.1,0.7
2236,215b68785,0.2,3.9
2237,e0811bfc8,0.2,1.1
2238,5cfd4e3bb,-0.3,2.0
2239,e678bcc42,-0.2,0.6
2240,2288c4fc6,0.5,3.1
2241,6e5f03ddf,0.5,5.2
2242,3ebe9f7af,0.0,3.9
2243,9ec161c16,0.0,1.7
2244,c8779a4a1,0.2,2.1
2245,6333963fe,0.4,5.6
2246,a9199119d,0.9,0.9
2247,8a1e12a30,0.1,9.6
2248,bd59fdd99,0.1,1.1
2249,c8208c3c9,0.3,1.2
2250,23c8c5957,0.1,2.3
2251,fc537bc7f,0.3,4.9
2252,f6e07783c,0.8,0.8
2253,33404ffe6,0.5,2.1
2254,22abde55b,0.3,1.1
2255,300c91d3a,0.0,0.0
2256,e1a2d9477,0.5,4.3
2257,5da6b63bc,0.4,3.2
2258,9296eb09d,0.1,0.3
2259,8c2f67527,0.9,0.9
2260,ea9ad03dc,0.2,1.1
2261,0f78e05ef,0.1,1.2
2262,6697a7f62,0.8,2.6
2263,e8be13bdf,0.5,2.9
2264,b98316a91,0.3,6.1
2265,421ea515e,0.6,2.7
2266,b05a3ca1d,0.6,3.6
2267,46ef61c91,0.4,0.4
2268,7fab3c124,0.4,1.6
2269,af4483325,0.3,1.2
2270,9fae764f0,0.3,1.4
2271,cd7bea671,0.6,1.2
2272,2f260b3da,0.0,5.5
2273,7dd6704a1,0.5,1.0
2274,1ff9cda01,0.4,1.6
2275,38d0a0bab,0.3,0.7
2276,cc09a719b,0.5,2.2
2277,33752346b,0.3,2.1
2278,19af88854,0.1,6.9
2279,655bbbcc8,0.0,0.1
2280,f50d4f5bc,0.7,2.1
2281,3e13d34d6,0.3,3.0
2282,77f9b1470,0.3,2.6
2283,f1da458ce,0.1,3.3
2284,3501d8f4f,0.0,0.0
2285,fd015c129,0.6,2.5
2286,5b4e331cf,0.3,2.8
2287,44bba906d,0.4,1.8
2288,533c528ec,0.3,3.8
2289,dcf17ac48,0.6,0.6
2290,79531026f,0.0,0.5
2291,ec4ed9fe6,0.1,6.8
2292,35c9336dc,0.3,1.2
2293,372433bc5,0.2,0.2
2294,7a23819c1,0.2,1.1
2295,0e9a2fed4,0.4,1.1
2296,81a1cb1b2,0.3,3.3
2297,a90161422,0.3,1.3
2298,cfe8c6bef,0.8,0.8
2299,e6335223e,0.0,2.5
2300,216550479,0.0,1.1
2301,c4ff3b712,0.2,0.4
2302,9593c0350,0.3,3.9
2303,215903d75,0.6,1.8
2304,4cdf29720,0.3,0.9
2305,da3be5cb2,0.1,4.9
2306,7af09e92f,0.4,1.2
2307,6da53f587,0.2,2.8
2308,db5a260fa,0.3,1.2
2309,b663aafeb,0.3,0.8
2310,28bafb2ee,0.0,0.2
2311,7b75b46ea,0.5,2.2
2312,1eb85ae31,0.0,2.3
2313,37cec5261,0.1,1.4
2314,26b1d01eb,0.2,2.1
2315,0db02527a,0.5,2.2
2316,d09835201,0.2,1.4
2317,37ae0cd69,0.6,1.9
2318,7a12a494f,0.2,1.2
2319,07b2a1416,-0.1,0.2
2320,6709f43e8,0.3,4.8
2321,030f32f08,0.8,0.8
2322,5e17c1fde,0.7,2.9
2323,73c4d95a2,0.2,2.7
2324,982dce813,0.9,0.9
2325,5c2fdb3cd,-0.3,1.7
2326,21b90ff68,0.3,6.7
2327,dcaae830b,0.5,1.0
2328,9ce816de6,0.6,1.9
2329,ccb658698,0.0,2.6
2330,0f78031e4,0.9,1.9
2331,239326fd2,0.3,1.2
2332,9c178d0f4,0.4,0.4
2333,86c08e68b,0.0,1.5
2334,ef5fcd597,0.0,0.5
2335,93eb14f37,0.8,0.8
2336,d7dd71467,0.8,1.6
2337,9b3e95995,0.0,7.3
2338,a63f6c6a1,0.2,27.0
2339,fee500b95,0.1,1.4
2340,9676b5e36,0.5,2.9
2341,102482c40,0.1,1.5
2342,0f58e5dd5,0.1,0.9
2343,87241775f,0.9,0.9
2344,0c3cb3d44,0.7,1.4
2345,b3bd4c99e,0.3,1.1
2346,18a87116d,0.0,0.0
2347,7f08520d7,0.4,1.9
2348,e97446c37,0.4,1.7
2349,143d10038,0.0,1.1
2350,7650ed0f0,0.6,1.8
2351,98782b403,0.7,2.8
2352,43b5d3f4d,0.7,1.5
2353,0f311b358,0.2,4.7
2354,98fbd3b39,0.1,2.6
2355,32bc0b4fa,0.6,1.8
2356,4f7fc967a,0.9,0.9
2357,9c833c8c4,0.1,1.6
2358,5955c1678,0.6,0.6
2359,e50d881a7,0.4,1.8
2360,04bad9310,0.2,5.7
2361,fe86005a1,0.0,0.4
2362,3ff23c65c,0.1,1.4
2363,e54866fe5,0.2,1.9
2364,45c718348,0.5,0.5
2365,6029e0ed0,0.0,0.1
2366,d1938a57f,0.1,0.3
2367,163adc370,0.2,0.2
2368,af9325798,0.0,5.9
2369,703105908,0.4,0.9
2370,3fbc3fa12,0.3,1.2
2371,0602a34f3,0.5,1.0
2372,787acfb28,0.3,2.4
2373,4e00cd0ac,0.4,2.4
2374,e61aceb9e,0.3,2.5
2375,534fff3cf,-0.3,0.6
2376,6679c179c,0.1,1.8
2377,7d7e57f81,0.5,1.0
2378,7f432329f,0.0,1.4
2379,56d3aa3ac,0.9,0.9
2380,473280639,0.3,3.0
2381,e40a90daa,0.0,0.0
2382,bf6a56d33,0.3,5.0
2383,182faa94d,0.4,1.9
2384,5dff24075,0.0,0.0
2385,3ea3cf8d4,0.4,1.2
2386,ebd3ca9e6,0.3,1.5
2387,0af365e26,0.4,1.3
2388,a1d8d917c,0.5,0.5
2389,5a3ea9e8a,0.3,2.1
2390,1d373c973,0.9,0.9
2391,ff7ff0f3c,0.5,1.1
2392,df4354823,0.4,2.4
2393,78cb569c6,0.4,0.9
2394,c4f05fe80,0.4,0.4
2395,4f9b31590,0.5,4.5
2396,dc99804de,0.5,1.6
2397,351d29156,-0.1,4.7
2398,1772727a1,0.0,0.0
2399,941880ea3,0.0,0.0
2400,e103f7612,0.2,0.8
2401,8b1abca6a,0.4,1.2
2402,2b6b2524b,0.1,2.1
2403,2e1d4e279,0.0,1.9
2404,28e86de6d,0.1,2.3
2405,19f38a3f0,0.4,2.4
2406,89dd8e9e9,0.1,4.1
2407,25b827551,0.4,3.7
2408,49c5dbda7,0.3,2.3
2409,89bec6af3,0.0,1.0
2410,f792e0ff5,0.3,1.4
2411,986e26eeb,0.0,2.2
2412,1099a5406,0.4,1.6
2413,dd0b58409,0.5,1.1
2414,f559980ed,0.1,1.4
2415,69c1801cb,0.1,2.6
2416,9cf741863,0.3,2.3
2417,e932a94c6,0.3,3.0
2418,e92b33580,0.4,0.4
2419,cf020a716,0.7,3.8
2420,60fa6acbe,0.1,0.2
2421,de97498e6,0.1,16.7
2422,a9914ea40,0.8,1.7
2423,300337abe,0.2,2.7
2424,6ea2ddaf2,0.0,3.3
2425,574b9ab4f,0.5,5.6
2426,6668704bf,0.3,0.8
2427,d181cbafa,0.1,5.4
2428,413489a34,0.1,0.1
2429,79e0ef004,0.3,3.1
2430,420bdee9f,0.9,0.9
2431,9160fdb5f,0.5,1.7
2432,df706fd55,0.1,1.2
2433,0ed8d0f9c,0.4,0.8
2434,57abbd25f,0.1,2.2
2435,a8f2a5210,0.4,0.4
2436,0162634c2,0.0,0.1
2437,83defd365,0.6,2.0
2438,84efe95e8,0.2,1.5
2439,4463622c8,0.4,2.3
2440,cce8fa6c2,0.0,0.5
2441,099115d38,0.2,0.6
2442,0bcb2c2b5,0.0,0.2
2443,affeb8b58,0.8,0.8
2444,b43e7b1fe,0.3,2.3
2445,2acc0a068,0.4,9.2
2446,b1d2cb34d,0.2,2.3
2447,4badb22cb,0.1,0.6
2448,662af5b80,0.5,1.7
2449,e51470c34,0.1,1.2
2450,0659c05d5,0.4,2.6
2451,804d08f42,0.3,1.6
2452,a06b5eb73,0.6,3.3
2453,81670cf7e,0.0,0.4
2454,edd61c330,-0.1,0.5
2455,51a0d55ba,0.9,3.7
2456,987baa1c7,0.3,2.4
2457,6846c8719,0.4,0.9
2458,e70a2beb6,0.4,0.9
2459,3b2a0338e,0.5,1.0
2460,39bff85f9,0.1,2.9
2461,4ec9289df,0.5,1.0
2462,69ae5dba1,0.5,1.6
2463,c7eac7b01,0.4,7.3
2464,10836809d,0.2,2.3
2465,92d711b01,0.0,1.8
2466,2b0b80ef6,0.5,1.1
2467,6f08e9c5f,0.2,9.0
2468,456908d93,0.2,4.5
2469,8685b7512,0.4,1.9
2470,60d72fc85,0.1,1.5
2471,5b928c0a6,0.9,0.9
2472,1e140177f,0.3,2.3
2473,bd16029b7,0.5,5.6
2474,69c9ba4b3,-0.2,0.2
2475,7e69c99bc,0.0,0.3
2476,a8da358d1,-0.3,0.3
2477,d6e342121,0.3,0.9
2478,3ee05e0d5,0.2,3.1
2479,a07a65495,0.1,3.5
2480,8c17f26c4,0.4,0.9
2481,52cf4a759,-0.2,0.2
2482,f0193b572,0.0,0.0
2483,7d6cd8ac7,0.1,1.5
2484,596cf7334,0.0,2.2
2485,ea05e0a19,0.1,1.1
2486,699a81c51,0.9,0.9
2487,c634af483,0.4,13.2
2488,7b81592b9,0.6,1.8
2489,51f1d14b6,0.2,22.1
2490,b599b3fb2,0.4,2.6
2491,16eefbec7,0.3,0.3
2492,bd6a6d0dd,0.5,6.0
2493,c1aa4142d,0.3,1.1
2494,45a59c4e9,0.1,2.9
2495,b4570b618,0.7,3.0
2496,a9e753cc1,0.5,2.2
2497,8d3b5e6e9,0.0,2.4
2498,25ef79825,0.5,2.0
2499,6153f9d64,0.1,2.0
2500,b210e38f0,0.3,3.3
2501,470e49e41,0.2,4.4
2502,ee2793324,0.3,0.7
2503,2857efde3,0.4,2.3
2504,8b8c686ec,0.0,2.5
2505,33f89cb83,0.0,1.5
2506,9b0f69f61,0.8,1.7
2507,1dff1959b,0.3,1.8
2508,6c8613e80,0.0,3.9
2509,8229b256e,0.3,2.6
2510,3ff737b0e,0.0,0.0
2511,5a5ec1a49,0.1,0.1
2512,0b4ac75e9,0.2,2.7
2513,efddad023,0.4,2.0
2514,29ac4357e,-0.2,2.7
2515,86ac4d6b6,0.5,1.5
2516,596d784b2,0.4,2.8
2517,7cbf39f49,0.9,1.8
2518,d6c60a52d,0.2,1.8
2519,10e723583,0.3,3.3
2520,4931c712b,0.0,0.0
2521,41175dcb5,0.3,1.8
2522,43ae30dd8,0.3,5.8
2523,01e93552a,0.9,0.9
2524,6223c652f,0.3,1.2
2525,f1164babb,0.0,0.0
2526,f995bc16c,0.4,3.6
2527,37e15671b,0.4,2.0
2528,3517189ab,0.0,1.1
2529,6ef02d7e9,0.7,1.5
2530,505034c5a,0.2,1.1
2531,e468e8d54,0.4,1.4
2532,02cf14499,0.3,0.7
2533,d54d84b63,0.0,0.0
2534,abebcf1e4,0.1,0.1
2535,ddd926335,0.5,1.1
2536,199f37bc2,0.1,1.3
2537,25b3328fd,0.3,0.3
2538,238c76ea1,0.4,2.1
2539,f45b98b4f,0.0,9.4
2540,d66a55b13,0.1,0.9
2541,f3207cde7,0.1,0.6
2542,d672df50c,0.6,1.8
2543,b165fe8b1,0.0,3.1
2544,f25e91baa,0.2,1.1
2545,b56b73e4c,0.2,1.4
2546,5a4b92653,0.2,0.2
2547,f810c2cae,-0.5,0.5
2548,793e89809,0.3,1.4
2549,c03fe7452,0.3,1.2
2550,897fde926,0.2,3.7
2551,4be73c550,0.1,0.1
2552,8b636912d,0.2,0.2
2553,1ca147dd8,0.4,3.3
2554,19904f24d,0.0,3.2
2555,d16562746,0.4,2.8
2556,b0eeaf438,0.2,2.3
2557,91a2b97ec,0.0,0.2
2558,d38fca349,0.1,4.0
2559,3e924d284,0.9,1.8
2560,1b0c683e7,0.2,4.8
2561,51372ce91,0.1,1.8
2562,dce7af31c,0.3,3.7
2563,152880177,0.2,3.3
2564,66fcb54d7,-0.1,1.8
2565,ae6f25120,0.9,0.9
2566,451d17b57,0.2,3.1
2567,7a8fc4913,0.0,0.0
2568,ca40312db,0.1,0.2
2569,6c3a05812,0.2,0.2
2570,c8cca430f,0.5,1.0
2571,8a464e436,0.7,3.8
2572,f4fb11803,0.9,0.9
2573,c8c3eb092,0.0,0.9
2574,a144cca8c,0.1,2.0
2575,5573e21b6,0.1,2.0
2576,93ea39e5f,0.4,2.7
2577,2b5249852,0.4,3.2
2578,55a754f92,0.2,5.5
2579,f7a134121,0.0,2.1
2580,245b99f60,0.1,3.5
2581,cf8325fae,0.6,0.6
2582,72ec92880,0.2,0.4
2583,ff0b61121,0.0,1.4
2584,c60e6aff7,0.1,0.8
2585,3560a3e97,0.5,5.4
2586,df7aa79a4,0.3,2.2
2587,2083834e2,0.1,1.6
2588,451d18ba3,0.4,1.2
2589,91736f444,0.3,1.2
2590,e375cb119,0.3,1.0
2591,a963b8732,0.7,1.5
2592,f892df3a1,0.3,0.6
2593,f220ae6cd,0.2,1.3
2594,01928bd13,0.5,5.7
2595,27a7a1795,0.4,1.3
2596,ebe1f2665,0.3,5.7
2597,ab1cfc949,0.1,0.1
2598,bb2a61d2b,0.7,1.5
2599,6c594bfb0,0.1,0.3
2600,56f7b3216,0.3,1.0
2601,4a4d8cadb,0.2,5.8
2602,2e9e910d4,0.2,2.5
2603,230d5d85c,0.4,2.7
2604,d08bc2c0a,0.1,0.3
2605,a5984b6df,0.5,1.5
2606,8d0b0238c,0.4,1.2
2607,bee984e11,0.9,0.9
2608,d17343468,0.0,4.0
2609,9d4f21d40,0.5,8.0
2610,f3aada535,0.4,4.2
2611,187b92014,0.1,2.6
2612,9625d0998,0.4,0.9
2613,0063bd7e0,0.1,0.1
2614,b36616178,0.1,0.1
2615,9869aad59,0.2,1.3
2616,216840542,0.0,0.0
2617,5f5bd40ca,0.1,4.7
2618,a684871b0,0.3,1.3
2619,678d21531,0.5,4.3
2620,dd065921b,0.2,4.0
2621,62f87187d,0.1,0.3
2622,34d5748f7,0.0,7.1
2623,f0133d72c,0.4,0.9
2624,594e3dc3f,0.0,0.3
2625,6f85ce1a9,0.4,1.9
2626,e17f6ac56,-0.9,0.9
2627,ff2cf88a0,0.6,3.3
2628,2f2301bac,0.9,2.7
2629,442822be3,0.0,0.3
2630,49f6a8909,0.0,0.3
2631,f1ceeda99,0.1,3.4
2632,1d6944a82,0.1,0.9
2633,b0b33bec3,0.2,2.3
2634,2d9bdbca9,0.3,0.7
2635,75f574b0a,0.6,0.6
2636,d4beefae9,0.8,1.7
2637,453cf6271,0.1,3.5
2638,cd2fd9be8,0.6,2.5
2639,dc56ff89a,0.2,2.1
2640,0a8fc6614,0.0,0.0
2641,72a7cb335,-0.2,0.8
2642,183160bf0,0.7,2.8
2643,d02c3d99a,0.5,1.0
2644,3c30c4a49,-0.3,1.0
2645,45f9a9f66,0.8,2.4
2646,0b819602d,0.4,0.9
2647,57e37b00b,0.6,1.3
2648,3f5ec6144,0.1,1.9
2649,e297b5ede,-0.1,0.6
2650,db71b8b85,0.5,1.7
2651,67c9d22df,0.1,0.7
2652,c611f493b,0.5,1.1
2653,209dab64b,0.6,0.6
2654,79d1b0215,-0.2,0.2
2655,3ef52fe8b,0.1,1.8
2656,5bb4cc5d3,0.6,3.8
2657,a6c985a00,0.0,2.8
2658,62b8390e7,0.0,3.0
2659,48fd10660,0.2,0.8
2660,933e0a3e8,0.2,4.3
2661,0b74e375f,0.4,1.0
2662,8f47e7ad3,0.1,3.6
2663,966598774,0.8,1.7
2664,ea7fc7f4f,-0.1,3.0
2665,0a8ee7520,0.1,1.4
2666,43d31be6c,0.1,6.8
2667,e27cb9ac7,0.1,1.6
2668,31353ed83,0.3,0.9
2669,b7ea489ae,0.6,4.7
2670,c09e086c8,0.1,0.1
2671,f385d9645,0.1,0.1
2672,5b729ae6c,0.2,1.1
2673,a76510109,0.9,0.9
2674,49c8a0216,0.3,0.9
2675,5afb6da05,0.3,0.3
2676,8940dfe55,0.4,1.9
2677,edb8ace3a,0.2,1.1
2678,9e3e99760,0.3,1.9
2679,2f72b9f33,0.1,1.0
2680,2da9b0c2c,0.0,1.9
2681,d24c30b4b,0.0,0.2
2682,39e0f5513,0.0,1.2
2683,d31e4c6c8,0.1,0.1
2684,4872c28b4,0.2,2.5
2685,e3f28534a,0.1,0.4
2686,11b3fd45f,0.4,3.2
2687,ac45f71e3,0.5,4.6
2688,05d2022eb,0.3,3.3
2689,1436092b4,0.6,1.8
2690,059d8d91f,0.0,1.7
2691,422059173,0.2,3.1
2692,3e2347b40,0.1,4.6
2693,2e392586a,0.1,0.4
2694,33db028cb,0.2,1.3
2695,5b0f07923,0.1,4.6
2696,53f3e56a3,0.2,0.8
2697,555e742f9,0.3,1.0
2698,c14a3ac57,0.3,1.1
2699,2374a1c12,0.0,9.5
2700,454607f26,0.6,1.9
2701,89523a695,0.2,2.8
2702,89e43a001,0.4,2.1
2703,0a2073b86,0.1,1.4
2704,dba9050f5,0.0,0.6
2705,1108027ef,0.2,4.4
2706,469bd2504,0.0,0.0
2707,4c9ea9908,0.2,0.4
2708,5f20dde82,0.8,2.6
2709,722beb3aa,0.4,0.4
2710,9cd08bb2c,0.6,3.6
2711,68838474a,0.0,12.1
2712,f5fc7d4a5,0.1,4.3
2713,426bb5e4c,0.0,0.8
2714,5ed5663ae,0.3,10.0
2715,d02861aca,0.4,5.1
2716,17d90c2d9,0.3,2.6
2717,061378b30,0.8,1.7
2718,248eca1fa,0.0,4.0
2719,59e7b5f52,0.9,0.9
2720,46e25aa2b,0.2,2.2
2721,be467e42b,0.9,0.9
2722,97cdcca1f,0.0,0.0
2723,c0f651276,0.0,3.2
2724,8e9946952,0.0,3.2
2725,34b96cf6a,0.2,3.7
2726,e39881452,0.0,0.2
2727,5b07e0e6a,-0.3,0.3
2728,870ff72ec,0.2,0.7
2729,89bcd0921,0.9,0.9
2730,918471707,0.3,5.1
2731,180b3f500,0.2,1.2
2732,e772235aa,0.5,1.7
2733,c7e3c3270,0.2,1.6
2734,e08649ba2,0.5,1.5
2735,81d97fa9f,0.3,1.2
2736,1ef5b1310,0.4,0.4
2737,7c3423bab,0.0,0.0
2738,6dd6775e2,0.2,0.8
2739,7c559dedd,0.2,1.1
2740,733b7cb27,0.0,1.9
2741,6fc2970d6,0.4,2.7
2742,4f35cb8e6,0.6,0.6
2743,a8b358af2,0.1,1.1
2744,5e2e48bb2,-0.5,0.5
2745,5d517a321,0.0,0.8
2746,11960b9ed,0.7,2.3
2747,a3aaac2de,0.1,1.5
2748,d120df077,0.2,1.5
2749,251b3b086,0.4,1.8
2750,ff22356ef,0.1,3.6
2751,c272d9284,0.2,0.8
2752,91efb738a,0.0,1.5
2753,de19fca23,0.4,2.4
2754,9725bf4d2,0.4,1.3
2755,6cdfd6a41,0.9,1.8
2756,fe790ba60,0.1,0.1
2757,221331819,0.0,1.0
2758,6dbed5324,0.1,1.6
2759,43c623f94,0.9,0.9
2760,8ca49ce85,0.3,0.6
2761,e5f54d20e,0.5,0.5
2762,485bebd4f,0.4,5.6
2763,3622c0bcf,0.7,3.5
2764,38360bf6b,0.2,0.2
2765,51d3a70bf,0.1,6.6
2766,2d79d25fa,0.8,0.8
2767,ec6bb5fb6,0.3,7.0
2768,7e3d0e3f0,0.8,2.5
2769,f861fe441,0.2,1.8
2770,fe3a83fe5,0.6,3.3
2771,ef487165c,0.2,1.3
2772,3227c4f2e,0.2,0.2
2773,420193f17,-0.8,0.8
2774,01dc16c21,0.2,7.4
2775,5f4f3347f,0.3,1.7
2776,523af701f,0.0,0.3
2777,36ad55549,0.4,2.7
2778,b0dec8779,0.0,2.4
2779,3c9dbc88e,0.0,4.7
2780,aa6fbdf20,0.3,3.4
2781,3f3e1f288,0.6,1.3
2782,ceec02726,0.8,1.6
2783,dcd0002db,0.0,0.0
2784,9ee370ef6,0.2,2.9
2785,20bad295b,0.6,1.3
2786,72f891e55,0.2,0.2
2787,a983562e5,0.5,3.2
2788,c6c6adc4a,0.1,0.1
2789,ed5f14fda,0.9,1.8
2790,2d7b61eb5,0.0,0.0
2791,38470b3c1,0.4,3.0
2792,0b807a7dd,0.5,1.0
2793,f5fd255aa,0.8,0.8
2794,6cb5e1b06,0.4,2.5
2795,d1a2da8ef,0.3,9.8
2796,2c9f807c1,0.5,1.1
2797,f33406495,0.3,1.2
